key,locale,package,origin_text,text
marketplace::phrase.owner_payment_success_email_subject,es,metafox/marketplace,"Your listing has been purchased",
marketplace::phrase.owner_payment_success_message,es,metafox/marketplace,"Your listing <b>{title}</b> has been purchased by <b>{full_name}</b>",
marketplace::phrase.owner_payment_success_message_without_title,es,metafox/marketplace,"Your listing has been purchased by <b>{full_name}</b>",
marketplace::phrase.owner_payment_success_notification,es,metafox/marketplace,"Listing Success Payment Notification For Owner",
marketplace::phrase.payment_pending_email_message,es,metafox/marketplace,"The listing you choose to purchase is awaiting payment.",
marketplace::phrase.payment_pending_email_subject,es,metafox/marketplace,"Listing Pending Payment",
marketplace::phrase.payment_pending_message,es,metafox/marketplace,"The listing you choose to purchase is awaiting payment",
marketplace::phrase.payment_pending_notification,es,metafox/marketplace,"Listing Pending Payment Notification",
marketplace::phrase.payment_status.canceled,es,metafox/marketplace,Canceled,
marketplace::phrase.payment_status.completed,es,metafox/marketplace,Completed,
marketplace::phrase.payment_status.pending_action,es,metafox/marketplace,"Pending Action",
marketplace::phrase.payment_status.pending_payment,es,metafox/marketplace,"Pending Payment",
marketplace::phrase.payment_success_email_message,es,metafox/marketplace,"The listing you choose to purchase has been successfully paid for.",
marketplace::phrase.payment_success_email_subject,es,metafox/marketplace,"Listing Successful Payment",
marketplace::phrase.payment_success_message,es,metafox/marketplace,"The listing you choose to purchase has been successfully paid for",
marketplace::phrase.payment_success_notification,es,metafox/marketplace,"Listing Success Payment Notification",
marketplace::phrase.pending_listings,es,metafox/marketplace,"Pending Listings",
marketplace::phrase.permissions,es,metafox/marketplace,Permissions,
marketplace::phrase.price_is_required,es,metafox/marketplace,"Price is required",
marketplace::phrase.price_must_be_greater_than_or_equal_to_number,es,metafox/marketplace,"Price must be greater than or equal to :number.",
marketplace::phrase.price_must_be_number,es,metafox/marketplace,"Price must be number.",
marketplace::phrase.product_tags,es,metafox/marketplace,"Product Tags",
marketplace::phrase.remove_from_saved_list,es,metafox/marketplace,"Remove from Saved list",
marketplace::phrase.reopen,es,metafox/marketplace,Reopen,
marketplace::phrase.report,es,metafox/marketplace,Report,
marketplace::phrase.save,es,metafox/marketplace,Save,
marketplace::phrase.search_listings,es,metafox/marketplace,"Search listings",
marketplace::phrase.search_marketplace,es,metafox/marketplace,"Search Marketplace",
marketplace::phrase.settings,es,metafox/marketplace,Settings,
marketplace::phrase.short_description,es,metafox/marketplace,"Short Description",
marketplace::phrase.sponsor_in_feed,es,metafox/marketplace,"Sponsor in Feed",
marketplace::phrase.sponsor_this_item,es,metafox/marketplace,"Sponsor this item",
marketplace::phrase.successfully_deleted_listing,es,metafox/marketplace,"Successfully deleted listing.",
marketplace::phrase.successfully_deleted_the_category,es,metafox/marketplace,"Successfully deleted the category",
marketplace::phrase.the_attached_photos_are_invalid,es,metafox/marketplace,"The attached photos are invalid.",
marketplace::phrase.the_thumbnail_is_invalid,es,metafox/marketplace,"The thumbnail is invalid.",
marketplace::phrase.type_something_dot,es,metafox/marketplace,"Type something...",
marketplace::phrase.un_feature,es,metafox/marketplace,Un-Feature,
marketplace::phrase.unsponsor_in_feed,es,metafox/marketplace,"Unsponsor in Feed",
marketplace::phrase.unsponsor_this_item,es,metafox/marketplace,"Unsponsor this item",
marketplace::phrase.upload_attached_photos_description,es,metafox/marketplace,"You can upload a JPG, GIF, PNG or TIFF, XBM file. The file size is limited to {max_file_size} MB. If the upload does not work, please try smaller images.{has_limit_per_upload, select,
        0 {}
        other { Maximum number of images you can upload in total is: {max_per_upload}.}
    }",
marketplace::phrase.user_commented_on_owner_listing,es,metafox/marketplace,"<b>:user</b> commented on <b>:owner's</b> listing: "":title"".",
marketplace::phrase.user_commented_to_your_listing,es,metafox/marketplace,"<b>:user</b> commented on your listing: "":title"".",
marketplace::phrase.user_commented_to_your_listing_in_name,es,metafox/marketplace,"<b>:user</b> commented on your listing in <b>:name</b>.",
marketplace::phrase.user_privacy.who_can_share_marketplace_listings,es,metafox/marketplace,"Who can create marketplace listings?",
marketplace::phrase.user_privacy.who_can_view_browse_marketplace_listings,es,metafox/marketplace,"Who can view/browse marketplace listings?",
marketplace::phrase.user_reacted_to_your_listing,es,metafox/marketplace,"<b>:user</b> reacted to your listing: <b>:title</b>.",
marketplace::phrase.user_reacted_to_your_listing_in_name,es,metafox/marketplace,"<b>:user</b> reacted to your listing in <b>:name</b>: <b>:title</b>.",
marketplace::phrase.view_nearest_listing,es,metafox/marketplace,":number nearest listings",
marketplace::phrase.what_are_you_selling,es,metafox/marketplace,"What are you selling?",
marketplace::seo.browse_expire_marketplace,es,metafox/marketplace,Expired,
marketplace::seo.browse_expire_marketplace_desription,es,metafox/marketplace,,
marketplace::seo.browse_expire_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.browse_expire_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_description,es,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.group_profile_marketplace_title,es,metafox/marketplace,Marketplace,
marketplace::seo.marketplace_browse_all_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_all_marketplace_invoice_title,es,metafox/marketplace,Invoices,
marketplace::seo.marketplace_browse_all_title,es,metafox/marketplace,"All Listings",
marketplace::seo.marketplace_browse_expire_marketplace_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_expire_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_expire_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_expire_marketplace_title,es,metafox/marketplace,Expired,
marketplace::seo.marketplace_browse_friend_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_friend_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_friend_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_friend_title,es,metafox/marketplace,"Friends' Listings",
marketplace::seo.marketplace_browse_history_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_history_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_history_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_history_title,es,metafox/marketplace,History,
marketplace::seo.marketplace_browse_invite_marketplace_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_invite_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_invite_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_invite_marketplace_title,es,metafox/marketplace,"Listing Invites",
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_invoice_marketplace_invoice_title,es,metafox/marketplace,Invoices,
marketplace::seo.marketplace_browse_my_pending_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_my_pending_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_my_pending_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_my_pending_title,es,metafox/marketplace,"My Pending Listings",
marketplace::seo.marketplace_browse_pending_marketplace_description,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_pending_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_pending_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_browse_pending_marketplace_title,es,metafox/marketplace,"Pending Listings",
marketplace::seo.marketplace_create_description,es,metafox/marketplace,,
marketplace::seo.marketplace_create_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_create_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_create_title,es,metafox/marketplace,"Create Listing",
marketplace::seo.marketplace_edit_description,es,metafox/marketplace,,
marketplace::seo.marketplace_edit_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_edit_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_edit_title,es,metafox/marketplace,"Edit Listing",
marketplace::seo.marketplace_invites_title,es,metafox/marketplace,"Listing Invites",
marketplace::seo.marketplace_invoice_view_detail_description,es,metafox/marketplace,,
marketplace::seo.marketplace_invoice_view_detail_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_invoice_view_detail_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_invoice_view_detail_title,es,metafox/marketplace,"Invoice Detail",
marketplace::seo.marketplace_landing_description,es,metafox/marketplace,,
marketplace::seo.marketplace_landing_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_landing_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_landing_title,es,metafox/marketplace,Marketplace,
marketplace::seo.marketplace_marketplace_description,es,metafox/marketplace,,
marketplace::seo.marketplace_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_marketplace_title,es,metafox/marketplace,"Search Results",
marketplace::seo.marketplace_my_description,es,metafox/marketplace,,
marketplace::seo.marketplace_my_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_my_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_my_title,es,metafox/marketplace,"My Listings",
marketplace::seo.marketplace_view_detail_description,es,metafox/marketplace,,
marketplace::seo.marketplace_view_detail_heading,es,metafox/marketplace,,
marketplace::seo.marketplace_view_detail_keywords,es,metafox/marketplace,,
marketplace::seo.marketplace_view_detail_title,es,metafox/marketplace,{title},
marketplace::seo.page_profile_marketplace_description,es,metafox/marketplace,,
marketplace::seo.page_profile_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.page_profile_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.page_profile_marketplace_title,es,metafox/marketplace,Marketplace,
marketplace::seo.user_profile_marketplace_description,es,metafox/marketplace,,
marketplace::seo.user_profile_marketplace_heading,es,metafox/marketplace,,
marketplace::seo.user_profile_marketplace_keywords,es,metafox/marketplace,,
marketplace::seo.user_profile_marketplace_title,es,metafox/marketplace,Marketplace,
marketplace::web.add_marketplace,es,metafox/marketplace,"Add New Listing",
marketplace::web.add_new_listing,es,metafox/marketplace,"Add new listing",
marketplace::web.back_to_invoices,es,metafox/marketplace,"Back to Invoices",
marketplace::web.featured_listings,es,metafox/marketplace,"Featured Listings",
marketplace::web.invited_people,es,metafox/marketplace,"Invited People",
marketplace::web.invoices,es,metafox/marketplace,Invoices,
marketplace::web.listing_is_waiting_approve,es,metafox/marketplace,"This listing is waiting for approval",
marketplace::web.listings,es,metafox/marketplace,Listings,
marketplace::web.my_listings,es,metafox/marketplace,"My Listings",
marketplace::web.my_pending_listings,es,metafox/marketplace,"My Pending Listings",
marketplace::web.name_type_listing,es,metafox/marketplace,Listing,
marketplace::web.name_type_marketplace,es,metafox/marketplace,Marketplace,
marketplace::web.no_marketplace_found,es,metafox/marketplace,"No listings are found.",
marketplace::web.no_marketplace_invoices_found,es,metafox/marketplace,"No invoices found.",
marketplace::web.popular_listings,es,metafox/marketplace,"Popular Listings",
marketplace::web.price_is_not_available,es,metafox/marketplace,"Price is not available",
marketplace::web.search_marketplace,es,metafox/marketplace,"Search marketplace",
marketplace::web.search_marketplaces,es,metafox/marketplace,"Search marketplaces",
marketplace::web.tab_listing_all,es,metafox/marketplace,"All Listings",
menu::phrase.add_new_item,es,metafox/menu,"Add Menu Item",
menu::phrase.add_new_menu,es,metafox/menu,"Add New Menu",
menu::phrase.browse_admin_sidebar_item,es,metafox/menu,,
menu::phrase.browse_menu_item,es,metafox/menu,,
menu::phrase.create_item,es,metafox/menu,,
menu::phrase.edit_menu,es,metafox/menu,"Edit Menu",
menu::phrase.edit_menu_item,es,metafox/menu,"Edit Menu Item",
menu::phrase.menu_item_created_successfully,es,metafox/menu,"Menu item created successfully.",
menu::phrase.menus,es,metafox/menu,Menus,
menu::phrase.menu_setting,es,metafox/menu,,
menu::phrase.menus_successfully_ordered,es,metafox/menu,"Menus successfully ordered.",
menu::phrase.permissions,es,metafox/menu,Permissions,
menu::phrase.resolution,es,metafox/menu,Resolution,
menu::phrase.resource_name,es,metafox/menu,Resource,
menu::phrase.settings,es,metafox/menu,Settings,
mfa::phrase.authentication,es,metafox/mfa,Authentication,
mfa::phrase.authenticator,es,metafox/mfa,Authenticator,
mfa::phrase.authenticator_code_is_invalid,es,metafox/mfa,"The authentication code is invalid.",
mfa::phrase.authenticator_code_is_required,es,metafox/mfa,"The authentication code is required.",
mfa::phrase.authenticator_code_must_be_a_number_with_six_digits,es,metafox/mfa,"The authentication code must be a number with 6 digits.",
mfa::phrase.authenticator_login_description,es,metafox/mfa,"Type the 6-digit code that appears in the app.",
mfa::phrase.authenticator_provider_description,es,metafox/mfa,"Recommended method. Use an app like Google Authentication to generate verification codes for more protection.",
mfa::phrase.authenticator_provider_title,es,metafox/mfa,"Authentication App",
mfa::phrase.authenticator_qr_code_description,es,metafox/mfa,"Or enter this code into your authentication app.",
mfa::phrase.authenticator_qr_code_placeholder,es,metafox/mfa,"Set up on same device",
mfa::phrase.authenticator_service_form_title,es,metafox/mfa,"Configure Google Authenticator App",
mfa::phrase.authenticator_service_setup_step_1,es,metafox/mfa,"1. Open Google Authenticator app.",
mfa::phrase.authenticator_service_setup_step_2,es,metafox/mfa,"2. Tap the + button on the top right corner.",
mfa::phrase.authenticator_service_setup_step_3,es,metafox/mfa,"3. Tap Scan Barcode and point the phone to the code below.",
mfa::phrase.authenticator_service_setup_step_4,es,metafox/mfa,"4. Type the 6-digit code that appears in the app.",
mfa::phrase.confirm_password_desc,es,metafox/mfa,"Turn on this setting if you want users to perform password confirmation before turning ON or OFF 2FA.",
mfa::phrase.confirm_password_label,es,metafox/mfa,"Confirm password",
mfa::phrase.deactivate_confirm,es,metafox/mfa,"Are you sure you want to deactivate this service?",
mfa::phrase.failed_to_activate_the_service,es,metafox/mfa,"Failed to activate the :service. The verification code is not valid.",
mfa::phrase.multi_factor_authentication,es,metafox/mfa,"Multi-factor Authentication",
mfa::phrase.service_has_been_activated,es,metafox/mfa,"The :service has been activated.",
mfa::phrase.service_has_been_deactivated,es,metafox/mfa,"The :service has been deactivated.",
mfa::phrase.turn_off_two_factor_authentication_desc,es,metafox/mfa,"If you turn off two-factor authentication, your account will be protected with only your password",
mfa::phrase.turn_off_two_factor_authentication_label,es,metafox/mfa,"Turn Off Two-factor Authentication?",
mfa::phrase.two_factor_authentication,es,metafox/mfa,"Two-factor Authentication",
mfa::phrase.verify,es,metafox/mfa,Verify,
mfa::seo.mfa_settings_description,es,metafox/mfa,"Configure multi-factor authentication.",
mfa::seo.mfa_settings_heading,es,metafox/mfa,Authentication,
mfa::seo.mfa_settings_keywords,es,metafox/mfa,,
mfa::seo.mfa_settings_title,es,metafox/mfa,Authentication,
mfa::web.authentication,es,metafox/mfa,Authentication,
notification::admin.how_long_will_the_notice_be_refreshed_minutes,es,metafox/notification,"How long will the notice be refreshed? (minutes)",
notification::admin.how_long_will_the_notice_be_refreshed_minutes_desc,es,metafox/notification,"Set to 0 for this setting to be inactive.",
notification::permission.can_delete_own_notification_desc,es,metafox/notification,,
notification::permission.can_delete_own_notification_label,es,metafox/notification,"Can delete notifications?",
notification::permission.can_moderate_notification_desc,es,metafox/notification,,
notification::permission.can_moderate_notification_label,es,metafox/notification,can_moderate_notification_label,
notification::permission.can_view_any_notification_desc,es,metafox/notification,,
notification::permission.can_view_any_notification_label,es,metafox/notification,"Can view all notifications?",
notification::permission.can_view_notification_desc,es,metafox/notification,,
notification::permission.can_view_notification_label,es,metafox/notification,can_view_notification_label,
notification::phrase.all_notification_removed,es,metafox/notification,"All notifications have been removed successfully.",
notification::phrase.cannot_mark_notification_as_read,es,metafox/notification,"Cannot mark notifications as read.",
notification::phrase.delete,es,metafox/notification,Delete,
notification::phrase.delete_all_notifications,es,metafox/notification,"Delete All Notifications",
notification::phrase.delete_confirm,es,metafox/notification,"Are you sure you want to remove this notification?",
notification::phrase.delete_confirm_all,es,metafox/notification,"Are you sure you want to remove all notifications?",
notification::phrase.edit_notification_type,es,metafox/notification,"Edit Notification Type",
notification::phrase.email_notifications,es,metafox/notification,"Email Notifications",
notification::phrase.enable_this_notification_type,es,metafox/notification,"Enable this notification type?",
notification::phrase.in_app_notifications,es,metafox/notification,"In-app Notifications",
notification::phrase.is_request_notification_type,es,metafox/notification,"Is request notification type?",
notification::phrase.is_system_notification_type,es,metafox/notification,"Is system notification type?",
notification::phrase.mark_all_as_read,es,metafox/notification,"Mark all as read",
notification::phrase.mark_as_read,es,metafox/notification,"Mark as read",
notification::phrase.marked_all_as_read_successfully,es,metafox/notification,"Marked all as read successfully.",
notification::phrase.marked_as_read_successfully,es,metafox/notification,"Marked as read successfully.",
notification::phrase.mobile_notifications,es,metafox/notification,"Mobile Notifications",
notification::phrase.notification,es,metafox/notification,Notification,
notification::phrase.notification_is_removed_successfully,es,metafox/notification,"Notification has been removed successfully.",
notification::phrase.notification_notification_type,es,metafox/notification,Notification,
notification::phrase.notifications,es,metafox/notification,Notifications,
notification::phrase.notification_setting_not_exist,es,metafox/notification,"The :attribute does not exist.",
notification::phrase.notification_settings,es,metafox/notification,"Notification settings",
notification::phrase.notification_type_can_edit,es,metafox/notification,"Can edit status of this notification type?",
notification::phrase.notification_type_enable_database_channel,es,metafox/notification,"Enable Database channel?",
notification::phrase.notification_type_enable_mail_channel,es,metafox/notification,"Enable Mail channel?",
notification::phrase.open_notifications,es,metafox/notification,"Open notifications",
notification::phrase.remove_this_notification,es,metafox/notification,"Remove this notification",
notification::phrase.settings,es,metafox/notification,Settings,
notification::phrase.sms_notifications,es,metafox/notification,"SMS Notifications",
notification::phrase.types,es,metafox/notification,Types,
notification::seo.notification,es,metafox/notification,Notifications,
notification::seo.notification_desription,es,metafox/notification,,
notification::seo.notification_heading,es,metafox/notification,,
notification::seo.notification_keywords,es,metafox/notification,,
notification::web.web_push_consent_desc,es,metafox/notification,"Allow push notifications from our website.",
page::mail.user_full_name_like_page_subject,es,metafox/page,":user_full_name liked your page ':title'",
page::notification.page_approved_successfully_notification,es,metafox/page,"An admin approved your Page.",
page::notification.user_full_name_invited_you_to_admin_page_title,es,metafox/page,"<b>:user_full_name</b> invited you to become an admin of page <b>:title</b>.",
page::notification.user_full_name_invited_you_to_like_page_title,es,metafox/page,"<b>:user_full_name</b> invited you to like page <b>:title</b>.",
page::notification.user_full_name_like_page_title,es,metafox/page,"<b>:user_full_name</b> liked your page <b>:title</b>.",
page::notification.you_have_a_request_claim_page,es,metafox/page,"You have a request claim page from <b>:user_name</b>.",
page::notification.your_have_been_removed_as_owner_of_page_title,es,metafox/page,"You have been removed as owner of page <b>:title</b>.",
page::notification.your_have_now_become_the_new_owner_of_title,es,metafox/page,"You have now become the new owner of <b>:title</b>.",
page::permission.can_approve_page_desc,es,metafox/page,,
page::permission.can_approve_page_label,es,metafox/page,"Can approve pages?",
page::permission.can_auto_approved_page_desc,es,metafox/page,,
page::permission.can_auto_approved_page_label,es,metafox/page,"Automatically approve pages of users having this role?",
page::permission.can_claim_page_desc,es,metafox/page,,
page::permission.can_claim_page_label,es,metafox/page,"Can claim pages?",
page::permission.can_comment_page_desc,es,metafox/page,,
page::permission.can_create_page_desc,es,metafox/page,,
page::permission.can_create_page_label,es,metafox/page,"Can create new pages?",
page::permission.can_create_page_type_desc,es,metafox/page,,
page::permission.can_delete_page_desc,es,metafox/page,,
page::permission.can_delete_page_label,es,metafox/page,"Can delete own pages?",
page::permission.can_delete_page_type_desc,es,metafox/page,,
page::permission.can_feature_page_desc,es,metafox/page,,
page::permission.can_feature_page_label,es,metafox/page,"Can feature a pages?",
page::permission.can_flood_control_page_desc,es,metafox/page,"Setting it to ""0"" (without quotes) is default and users will not have to wait.",
page::permission.can_flood_control_page_label,es,metafox/page,"How many minutes this user group should wait before they can add new page.",
page::permission.can_moderate_page_desc,es,metafox/page,,
page::permission.can_moderate_page_label,es,metafox/page,"Can moderate pages?",
page::permission.can_purchase_sponsor_page_desc,es,metafox/page,,
page::permission.can_purchase_sponsor_page_label,es,metafox/page,"Can members of this user group purchase a sponsored ad space?",
page::permission.can_quota_control_page_desc,es,metafox/page,"The maximum number of pages that members of this user group can create. For unlimited add ""0"" without quotes",
page::permission.can_quota_control_page_label,es,metafox/page,"Maximum number of Pages can create?",
page::permission.can_report_page_desc,es,metafox/page,,
page::permission.can_report_page_label,es,metafox/page,"Can report pages?",
page::permission.can_save_page_desc,es,metafox/page,,
page::permission.can_save_page_label,es,metafox/page,"Can save pages?",
page::permission.can_share_page_desc,es,metafox/page,,
page::permission.can_share_page_label,es,metafox/page,"Can share pages?",
page::permission.can_sponsor_page_desc,es,metafox/page,,
page::permission.can_sponsor_page_label,es,metafox/page,"Can sponsor Pages?",
page::permission.can_update_page_desc,es,metafox/page,,
page::permission.can_update_page_label,es,metafox/page,"Can manage own pages?",
page::permission.can_update_page_type_desc,es,metafox/page,,
page::permission.can_upload_cover_page_desc,es,metafox/page,,
page::permission.can_upload_cover_page_label,es,metafox/page,"Can upload cover photo on Pages?",
page::permission.can_view_page_desc,es,metafox/page,,
page::permission.can_view_page_label,es,metafox/page,"Can browse and view pages?",
page::phrase.about,es,metafox/page,About,
page::phrase.about_page,es,metafox/page,"About Page",
page::phrase.add_as_friend,es,metafox/page,"Add as Friend",
page::phrase.added_a_page,es,metafox/page,"added a page",
page::phrase.add_new_page,es,metafox/page,"Add New Page",
page::phrase.add_page_admin_successfully,es,metafox/page,"Added page admin successfully.",
page::phrase.add_pages,es,metafox/page,"Add Pages",
page::phrase.admin_updated_to_member_successfully,es,metafox/page,"Admin was updated to member successfully.",
page::phrase.albums,es,metafox/page,Albums,
page::phrase.all_pages,es,metafox/page,"All Pages",
page::phrase.app_name,es,metafox/page,Page,
page::phrase.approve_claim_page_notification_type,es,metafox/page,"Approve Claim Page Notification",
page::phrase.approved_successfully,es,metafox/page,"Approved successfully",
page::phrase.block_from_page,es,metafox/page,"Block From Page",
page::phrase.browse_pages_you_may_like,es,metafox/page,"Browse pages you may like.",
page::phrase.cancel_request,es,metafox/page,"Cancel Request",
page::phrase.captcha_on_create_page,es,metafox/page,"Enable CAPTCHA challenge when adding a new page",
page::phrase.category,es,metafox/page,Category,
page::phrase.claimed_by,es,metafox/page,"Claimed By",
page::phrase.claim_page,es,metafox/page,"Claim Page",
page::phrase.claim_page_notification_type,es,metafox/page,"Claim Page Notification",
page::phrase.create_new_page,es,metafox/page,"Create New Page",
page::phrase.create_page,es,metafox/page,"Create Page",
page::phrase.decline,es,metafox/page,Decline,
page::phrase.delete,es,metafox/page,Delete,
page::phrase.delete_confirm,es,metafox/page,"Are you sure you want to permanently delete this page?",
page::phrase.denied_successfully,es,metafox/page,"Denied successfully",
page::phrase.deny,es,metafox/page,Deny,
page::phrase.description_edit_page_url,es,metafox/page,"You can customize and access the page through this address link.",
page::phrase.edit,es,metafox/page,Edit,
page::phrase.edit_page,es,metafox/page,"Edit Page",
page::phrase.expired_invite_day,es,metafox/page,"Invite expires in { value, plural, =1{# day} other{# days} }",
page::phrase.feature,es,metafox/page,Feature,
page::phrase.featured,es,metafox/page,Featured,
page::phrase.fill_in_a_name_for_your_page,es,metafox/page,"Fill in a name for your page",
page::phrase.friends_pages,es,metafox/page,"Friends' Pages",
page::phrase.grant,es,metafox/page,Grant,
page::phrase.hi_owner_full_name_user_full_name_invited_you_to_like_page_title,es,metafox/page,"Hi <b>:owner_full_name</b>, <b>:user_full_name</b>  invited you to like page <b>:title</b>",
page::phrase.hi_your_name_you_have_a_request_claim_page_from_username,es,metafox/page,"Hi :admin_name, you have a request claim page from :user_name",
page::phrase.home,es,metafox/page,Home,
page::phrase.inbox,es,metafox/page,Inbox,
page::phrase.invite_friends,es,metafox/page,"Invite Friends",
page::phrase.invite_friend_to,es,metafox/page,"Invite friend to this page",
page::phrase.label_menu_s,es,metafox/page,Pages,
page::phrase.like,es,metafox/page,Like,
page::phrase.liked,es,metafox/page,Liked,
page::phrase.liked_pages,es,metafox/page,"Liked Pages",
page::phrase.liked_successfully,es,metafox/page,"Liked successfully",
page::phrase.like_page_notification_type,es,metafox/page,"Liked Page Notification",
page::phrase.manage,es,metafox/page,Manage,
page::phrase.manage_claims,es,metafox/page,"Manage Claims",
page::phrase.maximum_name_length,es,metafox/page,"Maximum Length for Page Title",
page::phrase.maximum_name_length_description,es,metafox/page,"Should be greater than ""Minimum Length for Page Title""",
page::phrase.member_has_been_unblocked,es,metafox/page,"Member has been unblocked.",
page::phrase.member_have_been_invites_to_like_page,es,metafox/page,"Member(s) have been invited to like this page",
page::phrase.members,es,metafox/page,Members,
page::phrase.member_updated_to_admin_successfully,es,metafox/page,"Member was updated to page admin successfully.",
page::phrase.menu,es,metafox/page,Menu,
page::phrase.message,es,metafox/page,Message,
page::phrase.minimum_name_length,es,metafox/page,"Minimum Length for Page Title",
page::phrase.minimum_name_length_description,es,metafox/page,"Should be greater than or equal to 1",
page::phrase.my_pages,es,metafox/page,"My Pages",
page::phrase.my_pending_pages,es,metafox/page,"My Pending Pages",
page::phrase.no_admin_has_been_set_to_handle_this_type_of_issues,es,metafox/page,"No admins have been assigned to handle this issue type.",
page::phrase.overview,es,metafox/page,Overview,
page::phrase.page,es,metafox/page,Page,
page::phrase.page_about,es,metafox/page,"Page About",
page::phrase.page_cover_photo_removed_successfully,es,metafox/page,"Page cover photo was removed successfully.",
page::phrase.page_featured_successfully,es,metafox/page,"Page was featured successfully.",
page::phrase.page_global_search_label,es,metafox/page,Pages,
page::phrase.page_info,es,metafox/page,"Page Info",
page::phrase.page_invites,es,metafox/page,"Page Invites",
page::phrase.page_label_saved,es,metafox/page,Page,
page::phrase.page_menu_settings,es,metafox/page,"Page Menu Settings",
page::phrase.page_messages,es,metafox/page,"Page Messages",
page::phrase.page_name,es,metafox/page,"Page Name",
page::phrase.page_notification_type,es,metafox/page,"Page Notifications",
page::phrase.page_owner,es,metafox/page,"Page Owner",
page::phrase.page_permissions,es,metafox/page,"Page Permissions",
page::phrase.pages,es,metafox/page,Pages,
page::phrase.page_settings,es,metafox/page,"Page Settings",
page::phrase.page_stat_label,es,metafox/page,Pages,
page::phrase.page_type,es,metafox/page,"Page Type",
page::phrase.page_unfeatured_successfully,es,metafox/page,"Page was unfeatured successfully.",
page::phrase.page_updated.category_id,es,metafox/page,"This page's category has been updated",
page::phrase.page_updated.external_link,es,metafox/page,"Changed external link successfully.",
page::phrase.page_updated.info,es,metafox/page,"This page's info has been updated",
page::phrase.page_updated.landing_page,es,metafox/page,"Changed landing page successfully",
page::phrase.page_updated.location_name,es,metafox/page,"This page's location has been updated",
page::phrase.page_updated.name,es,metafox/page,"This page's name has been updated",
page::phrase.page_updated.phone,es,metafox/page,"Changed phone successfully.",
page::phrase.page_updated.profile_name,es,metafox/page,"Changed web address successfully",
page::phrase.page_updated.text,es,metafox/page,"This page's description has been updated",
page::phrase.pending_pages,es,metafox/page,"Pending Pages",
page::phrase.permissions,es,metafox/page,Permissions,
page::phrase.photos,es,metafox/page,Photos,
page::phrase.privacy_settings,es,metafox/page,"Privacy Settings",
page::phrase.public_page,es,metafox/page,"Public Page",
page::phrase.reassign_owner,es,metafox/page,"Reassign Owner",
page::phrase.remove_admin_invite,es,metafox/page,"Remove Admin Invite",
