key,locale,package,origin_text,text
chat::web.search_people_group,fr,metafox/chat,"Search people or groups",
chat::web.search_this_conversation,fr,metafox/chat,"Search this conversation",
chat::web.search_users_dots,fr,metafox/chat,"Search users ...",
chat::web.seen_by_user_at_time,fr,metafox/chat,"Seen by {user} at {time}",
chat::web.seen_users,fr,metafox/chat,"Seen users",
chat::web.select_all,fr,metafox/chat,"Select all",
chat::web.select_avatar,fr,metafox/chat,"Select Avatar",
chat::web.select_friend,fr,metafox/chat,"Select friend",
chat::web.select_users,fr,metafox/chat,"Select Users",
chat::web.send,fr,metafox/chat,Send,
chat::web.send_audio_message,fr,metafox/chat,"Send audio message",
chat::web.send_crash_report,fr,metafox/chat,"Send crash report",
chat::web.send_message,fr,metafox/chat,"Send message",
chat::web.send_photo,fr,metafox/chat,"Send photo",
chat::web.sent_a_file,fr,metafox/chat,"Sent a file",
chat::web.sent_an_attachment,fr,metafox/chat,"Sent an attachment",
chat::web.sent_a_photo,fr,metafox/chat,"Sent a photo",
chat::web.sent_multiple_photos,fr,metafox/chat,"Sent multiple photos",
chat::web.server,fr,metafox/chat,Server,
chat::web.servers,fr,metafox/chat,Servers,
chat::web.server_version,fr,metafox/chat,"Server version: {version}",
chat::web.set_as_role,fr,metafox/chat,"Set as {role}",
chat::web.set_room_leader,fr,metafox/chat,"Set as Leader",
chat::web.set_room_moderator,fr,metafox/chat,"Set as Moderator",
chat::web.set_room_owner,fr,metafox/chat,"Set as Owner",
chat::web.settings,fr,metafox/chat,Settings,
chat::web.settings_successfully_changed,fr,metafox/chat,"Settings have been successfully changed!",
chat::web.set_username_subtitle,fr,metafox/chat,"Specify your username so others can mention you in messages.",
chat::web.share,fr,metafox/chat,Share,
chat::web.share_this_app,fr,metafox/chat,"Share this app",
chat::web.show_counter,fr,metafox/chat,"Show counter",
chat::web.sign_in_your_server,fr,metafox/chat,"Sign in your server",
chat::web.sign_up,fr,metafox/chat,"Sign Up",
chat::web.some_field_is_invalid_or_empty,fr,metafox/chat,"Some fields are invalid or empty.",
chat::web.sorting_by,fr,metafox/chat,"Sorting by {key}",
chat::web.sound,fr,metafox/chat,Sound,
chat::web.star,fr,metafox/chat,Star,
chat::web.star_group,fr,metafox/chat,"Star group",
chat::web.star_messages_successfully,fr,metafox/chat,"Starred messages successfully.",
chat::web.starred,fr,metafox/chat,Starred,
chat::web.starred_messages,fr,metafox/chat,"Starred Messages",
chat::web.star_room,fr,metafox/chat,"Star group",
chat::web.start_an_audio_call,fr,metafox/chat,"Start an audio call",
chat::web.start_an_video_call,fr,metafox/chat,"Start an video call",
chat::web.start_audio_call_c,fr,metafox/chat,"Group Call",
chat::web.start_audio_call_d,fr,metafox/chat,Calling,
chat::web.start_audio_call_p,fr,metafox/chat,"Group Call",
chat::web.start_call,fr,metafox/chat,"Start Call",
chat::web.started_a_call,fr,metafox/chat,"You started a call",
chat::web.started_call,fr,metafox/chat,"Call has been started by {userBy}",
chat::web.started_discussion,fr,metafox/chat,"Started a discussion:",
chat::web.start_of_conversation,fr,metafox/chat,"Start of conversation",
chat::web.start_video_call,fr,metafox/chat,"Start Video Chat",
chat::web.start_video_call_c,fr,metafox/chat,"Video Call",
chat::web.start_video_call_p,fr,metafox/chat,"Video Call",
chat::web.submit,fr,metafox/chat,Submit,
chat::web.suggested,fr,metafox/chat,Suggested,
chat::web.sync_settings_and_permissions,fr,metafox/chat,"Sync Settings & Permissions",
chat::web.sync_users,fr,metafox/chat,"Sync Users",
chat::web.take_a_photo,fr,metafox/chat,"Take a photo",
chat::web.tap_to_call_again,fr,metafox/chat,"Tap to call again",
chat::web.tap_to_change_status,fr,metafox/chat,"Tap to change status",
chat::web.tap_to_view_servers_list,fr,metafox/chat,"Tap to view servers list",
chat::web.terms_of_service,fr,metafox/chat,"Terms of Service",
chat::web.the_call_is_ended,fr,metafox/chat,"The call was ended",
chat::web.theme,fr,metafox/chat,Theme,
chat::web.there_are_two_many_concurrent_calls,fr,metafox/chat,"There are too many calls. Please wait for a few minutes and try again.",
chat::web.there_was_an_error_while_action,fr,metafox/chat,"There was an error while {action}!",
chat::web.the_url_is_invalid,fr,metafox/chat,"The URL you entered is invalid. Check it and try again, please!",
chat::web.this_group_is_archived,fr,metafox/chat,"This group is archived",
chat::web.this_group_is_blocked,fr,metafox/chat,"This group is blocked",
chat::web.this_group_is_read_only,fr,metafox/chat,"This group is read only",
chat::web.this_group_is_readonly,fr,metafox/chat,"This group is read only",
chat::web.this_room_is_blocked,fr,metafox/chat,"This group is blocked",
chat::web.this_room_is_read_only,fr,metafox/chat,"This group is read only",
chat::web.thread,fr,metafox/chat,Thread,
chat::web.threads,fr,metafox/chat,Threads,
chat::web.timezone,fr,metafox/chat,Timezone,
chat::web.title_archive_chat,fr,metafox/chat,"Archive group chat?",
chat::web.to_colon,fr,metafox/chat,To:,
chat::web.toggle_search,fr,metafox/chat,"Toggle Search",
chat::web.topic,fr,metafox/chat,Topic,
chat::web.total_user_member,fr,metafox/chat,"{ value, plural, =1{# member} other{# members} }",
chat::web.translate,fr,metafox/chat,Translate,
chat::web.try_again,fr,metafox/chat,"Try again",
chat::web.two_factor_authentication,fr,metafox/chat,"Two-factor Authentication",
chat::web.type_a_message,fr,metafox/chat,"Type a message",
chat::web.type_a_message_or__name,fr,metafox/chat,"Type a message or @",
chat::web.type_name_start_new_conversation,fr,metafox/chat,"Type a name here to start a new conversation",
chat::web.type_the_channel_name_here,fr,metafox/chat,"Type the group name here",
chat::web.type_the_group_name_here,fr,metafox/chat,"Type the group name here",
chat::web.unarchive,fr,metafox/chat,Unarchive,
chat::web.unarchive_group_successfully,fr,metafox/chat,"Unarchived group successfully.",
chat::web.unarchive_room_description,fr,metafox/chat,"Are you sure you want to unarchive this discussion?",
chat::web.unblock_chat,fr,metafox/chat,"Unblock Chat",
chat::web.unblock_user,fr,metafox/chat,"Unblock user",
chat::web.unblock_user_successfully,fr,metafox/chat,"Unblocked user successfully.",
chat::web.undo_pinned_messages,fr,metafox/chat,"Undo pinned messages",
chat::web.undo_starred_messages,fr,metafox/chat,"Undo starred messages",
chat::web.unfavorite,fr,metafox/chat,Unfavorite,
chat::web.unfavorite_successfully,fr,metafox/chat,"Unfavorited successfully.",
chat::web.unfollowed_thread,fr,metafox/chat,"Unfollowed thread",
chat::web.unhide,fr,metafox/chat,Unhide,
chat::web.unmute,fr,metafox/chat,Unmute,
chat::web.unmuted,fr,metafox/chat,unmuted,
chat::web.unmute_room_user,fr,metafox/chat,Un-mute,
chat::web.unpin,fr,metafox/chat,Unpin,
chat::web.unread,fr,metafox/chat,Unread,
chat::web.unread_messages,fr,metafox/chat,"Unread messages",
chat::web.unread_on_top,fr,metafox/chat,"Unread on top",
chat::web.unstar,fr,metafox/chat,Unstar,
chat::web.updating,fr,metafox/chat,Updating...,
chat::web.upload_file_question_mark,fr,metafox/chat,"Upload file?",
chat::web.uploading,fr,metafox/chat,Uploading,
chat::web.uploading_name,fr,metafox/chat,"Uploading {name}",
chat::web.uploading_n_attachments,fr,metafox/chat,"Uploading {count} attachments",
chat::web.user_added_by,fr,metafox/chat,"User {userAdded} added by {userBy}",
chat::web.user_au,fr,metafox/chat,"{user} added user <bold>{msg}</bold>",
chat::web.user_calling_dots,fr,metafox/chat,"{user} calling ...",
chat::web.user_ended_call,fr,metafox/chat,"{username} ended a call",
chat::web.user_has_been_key,fr,metafox/chat,"User has been {key}!",
chat::web.user_has_joined_the_group,fr,metafox/chat,"{username} has joined the group",
chat::web.user_has_left_the_group,fr,metafox/chat,"{username} has left the group",
chat::web.user_is_already_in_here,fr,metafox/chat,"{user} is already in here",
chat::web.user_is_calling_you,fr,metafox/chat,"{user} is calling you",
chat::web.user_is_no_longer_role_by_,fr,metafox/chat,"{user} is no longer {role} by {userBy}",
chat::web.user_join_audio_call_c,fr,metafox/chat,"{user} joined the group call",
chat::web.user_join_audio_call_d,fr,metafox/chat,"{user} joined the group call",
chat::web.user_join_audio_call_p,fr,metafox/chat,"{user} joined the group call",
chat::web.user_join_video_call_c,fr,metafox/chat,"{user} joined the video chat group",
chat::web.user_join_video_call_d,fr,metafox/chat,"{user} joined the video chat",
chat::web.user_join_video_call_p,fr,metafox/chat,"{user} joined the video chat",
chat::web.user_leave_audio_call_c,fr,metafox/chat,"{user} left the group call",
chat::web.user_leave_audio_call_d,fr,metafox/chat,"{user} left the group call",
chat::web.user_leave_audio_call_p,fr,metafox/chat,"{user} left the group call",
chat::web.user_leave_video_call_c,fr,metafox/chat,"{user} left the grou video call.",
chat::web.user_leave_video_call_d,fr,metafox/chat,"{user} left the video call.",
chat::web.user_leave_video_call_p,fr,metafox/chat,"{user} left the video call.",
chat::web.user_message_is_removed,fr,metafox/chat,"{user} deleted a message",
chat::web.user_message_pinned,fr,metafox/chat,"{user} pinned a message",
chat::web.user_message_unpinned,fr,metafox/chat,"{user} unpinned a message",
chat::web.user_missed_your_call,fr,metafox/chat,"{user} missed your call",
chat::web.user_muted_by,fr,metafox/chat,"User {userMuted} was muted by {userBy}",
chat::web.username,fr,metafox/chat,Username,
chat::web.username_deleted_a_message,fr,metafox/chat,"{username} deleted a message",
chat::web.username_is_empty,fr,metafox/chat,"Username is empty",
chat::web.username_or_email,fr,metafox/chat,"Username or email",
chat::web.user_pinned_message,fr,metafox/chat,"{username} pinned a message",
chat::web.user_r,fr,metafox/chat,"{user} changed the group name to <bold>{msg}</bold>",
chat::web.user_removed_by,fr,metafox/chat,"User {userRemoved} was removed by {userBy}",
chat::web.user_replied_to_author,fr,metafox/chat,"{user} replied to {author}",
chat::web.user_room_archived,fr,metafox/chat,"{user} archived the group",
chat::web.user_room_archived_topic,fr,metafox/chat,"{user} archived the group",
chat::web.user_room_changed_announcement,fr,metafox/chat,"{user} changed announcement to: {msg}",
chat::web.user_room_changed_avatar,fr,metafox/chat,"{user} changed group's avatar",
chat::web.user_room_changed_description,fr,metafox/chat,"{user} changed description to: {msg}",
chat::web.user_room_changed_privacy,fr,metafox/chat,"{user} changed group privacy to: {msg}",
chat::web.user_room_changed_topic,fr,metafox/chat,"{user} changed group topic to: {msg}",
chat::web.user_room_name_changed,fr,metafox/chat,"{user} changed group to: {name}",
chat::web.user_room_removed_read_only,fr,metafox/chat,"{user} removed the read-only for group",
chat::web.user_room_set_read_only,fr,metafox/chat,"{user} changed group to readOnly",
chat::web.user_room_unarchived,fr,metafox/chat,"{user} unarchived the group",
chat::web.user_room_unarchived_topic,fr,metafox/chat,"{user} unarchived the group",
chat::web.user_ru,fr,metafox/chat,"{user} removed <bold>{msg}</bold>",
chat::web.users,fr,metafox/chat,Users,
chat::web.user_sent_an_attachment,fr,metafox/chat,"{user} sent an attachment",
chat::web.user_sent_n_attachments,fr,metafox/chat,"{user} sent {count, plural, =1{# attachment} other {# attachments}}",
chat::web.user_started_call,fr,metafox/chat,"{username} started a call",
chat::web.user_subscription_role_added,fr,metafox/chat,"<bold>{msg}</bold> was set to {role} by {user}",
chat::web.user_subscription_role_removed,fr,metafox/chat,"<bold>{msg}</bold> is no longer {role} by {user}",
chat::web.user_uj,fr,metafox/chat,"{user} joined the group",
chat::web.user_ul,fr,metafox/chat,"<bold>{msg}</bold> left the group",
chat::web.user_unmuted_by,fr,metafox/chat,"User {userUnmuted} was unmuted by {userBy}",
chat::web.user_unpinned_message,fr,metafox/chat,"{username} unpinned a message",
chat::web.user_user_muted,fr,metafox/chat,"{user} muted <bold>{msg}</bold>",
chat::web.user_user_unmuted,fr,metafox/chat,"{user} unmuted <bold>{msg}</bold>",
chat::web.user_was_removed,fr,metafox/chat,"{user} was removed",
chat::web.user_was_set_as_role,fr,metafox/chat,"{user} was set as {role}",
chat::web.user_was_set_role_by_,fr,metafox/chat,"{user} was set {role} by {userBy}",
chat::web.ut,fr,metafox/chat,"{user} joined conversation",
chat::web.validating,fr,metafox/chat,Validating,
chat::web.version_no,fr,metafox/chat,"Version: {version}",
chat::web.video_bridge_free_public_server,fr,metafox/chat,"Free Video Bridge Service",
chat::web.video_call,fr,metafox/chat,"Video call",
chat::web.view_all_messages,fr,metafox/chat,"View all Messages",
chat::web.view_main_profile,fr,metafox/chat,"View main profile",
chat::web.view_original,fr,metafox/chat,"View Original",
chat::web.voice_call,fr,metafox/chat,"Voice call",
chat::web.welcome,fr,metafox/chat,Welcome,
chat::web.welcome_to_chatplus,fr,metafox/chat,"Welcome to ChatPlus",
chat::web.whats_your_2fa,fr,metafox/chat,"What's your 2FA code?",
chat::web.write_message,fr,metafox/chat,"Write message...",
chat::web.write_new_message,fr,metafox/chat,"Write new message...",
chat::web.yes_action_it,fr,metafox/chat,"Yes, {action} it!",
chat::web.yesterday,fr,metafox/chat,Yesterday,
chat::web.you,fr,metafox/chat,You,
chat::web.you_are_already_in_another_call,fr,metafox/chat,"You are already in another call",
chat::web.you_are_in_preview_mode,fr,metafox/chat,"You are in preview mode",
chat::web.you_are_offline,fr,metafox/chat,"You are offline",
chat::web.you_au,fr,metafox/chat,"You added <bold>{msg}</bold> to the group",
chat::web.you_can_not_send_message_in_this_conversation,fr,metafox/chat,"You can not send message in this conversation",
chat::web.you_can_search_using_regexp_eg,fr,metafox/chat,"You can use RegExp. e.g. `/^text$/i`",
chat::web.you_colon,fr,metafox/chat,You:,
chat::web.you_deleted_a_message,fr,metafox/chat,"You deleted a message",
chat::web.you_have_been_muted_in_this_group,fr,metafox/chat,"You have been muted in this group",
chat::web.you_join_audio_call_c,fr,metafox/chat,"You joined the group call",
chat::web.you_join_audio_call_d,fr,metafox/chat,"You joined the group call",
chat::web.you_join_audio_call_p,fr,metafox/chat,"You joined the group call",
chat::web.you_join_video_call_c,fr,metafox/chat,"You joined the video chat group",
chat::web.you_join_video_call_d,fr,metafox/chat,"You joined the video chat",
chat::web.you_join_video_call_p,fr,metafox/chat,"You joined the video chat",
chat::web.you_leave_audio_call_c,fr,metafox/chat,"You left the group call",
chat::web.you_leave_audio_call_d,fr,metafox/chat,"You left the group call",
chat::web.you_leave_audio_call_p,fr,metafox/chat,"You left the group call",
chat::web.you_leave_video_call_c,fr,metafox/chat,"You left the group video call.",
chat::web.you_leave_video_call_d,fr,metafox/chat,"You left the video call",
chat::web.you_leave_video_call_p,fr,metafox/chat,"You left the video call",
chat::web.you_message_pinned,fr,metafox/chat,"You pinned a message",
chat::web.you_message_unpinned,fr,metafox/chat,"You unpinned a message",
chat::web.you_missed_a_call_from_user,fr,metafox/chat,"You missed a call from {user}",
chat::web.you_need_to_have_at_least_2_friends,fr,metafox/chat,"You need to have at least two friends",
chat::web.you_r,fr,metafox/chat,"You changed the group name: <bold>{msg}</bold>",
chat::web.your_build_video_bride_server,fr,metafox/chat,"Build Yourself Video Service",
chat::web.your_message,fr,metafox/chat,"Your message...",
chat::web.you_room_archived_topic,fr,metafox/chat,"You archived the group",
chat::web.you_room_changed_announcement,fr,metafox/chat,"You changed announcement to: {msg}",
chat::web.you_room_changed_description,fr,metafox/chat,"You changed description to: {msg}",
chat::web.you_room_changed_privacy,fr,metafox/chat,"You changed group privacy to: <bold>{msg}</bold>",
chat::web.you_room_changed_topic,fr,metafox/chat,"You changed group topic to: {msg}",
chat::web.you_room_name_changed,fr,metafox/chat,"You changed group to: {msg}",
chat::web.you_room_unarchived_topic,fr,metafox/chat,"You unarchived the group",
chat::web.you_ru,fr,metafox/chat,"You removed <bold>{msg}</bold> from the group",
chat::web.you_ul,fr,metafox/chat,"You left the group",
chat::web.you_user_muted,fr,metafox/chat,"User muted user <bold>{msg}</bold>",
chat::web.you_user_unmuted,fr,metafox/chat,"You unmuted user <bold>{msg}</bold>",
chat::web.you_were_mentioned,fr,metafox/chat,"You were mentioned",
chat::web.you_will_not_be_able_to_recover_this_message,fr,metafox/chat,"You will not be able to recover this message!",
comment::admin.comment_hash_check,fr,metafox/comment,"Comment Hash Check",
comment::admin.comment_hash_check_description,fr,metafox/comment,"If enabled this will check if the last X comments added in the last Y minutes are identical to the comment being added.
Notice: X & Y are settings that can be changed. X = Comments To Check. Y = Comment Minutes to Wait Until Next Check.",
comment::admin.comment_minutes_to_wait_until_next_check,fr,metafox/comment,"Comment Hash Check Period (in minutes)",
comment::admin.comment_minutes_to_wait_until_next_check_description,fr,metafox/comment,"Specify period (in minutes) to check if same comments are being added in this period.",
comment::admin.comment_to_check,fr,metafox/comment,"Comment Hash Check Limit",
comment::admin.comment_to_check_description,fr,metafox/comment,"Specify the maximum of comments that are allowed to be identical when performing Comment Hash Check.",
comment::admin.enable_emojis_on_comment,fr,metafox/comment,"Enable Emojis on comment",
comment::admin.enable_emojis_on_comment_description,fr,metafox/comment,"If enabled, users can select and insert emojis to their comments",
comment::admin.enable_photo_on_comment,fr,metafox/comment,"Enable Photo on comment",
comment::admin.enable_photo_on_comment_description,fr,metafox/comment,"If enabled, users can attach photos to their comments.",
comment::admin.enable_sticker_on_comment,fr,metafox/comment,"Enable Sticker on comment",
comment::admin.enable_sticker_on_comment_description,fr,metafox/comment,"If enabled, users can select and insert stickers to their comments.",
comment::admin.number_of_comment_will_be_shown_on_activity_feeds,fr,metafox/comment,"Number of comment will be shown on activity feeds",
comment::admin.number_of_comment_will_be_shown_on_activity_feeds_description,fr,metafox/comment,"Define how many comments displayed on each activity feed.
0 means Unlimited.
View previous comments and View more comments options are available.",
comment::admin.number_of_comment_will_be_shown_on_item_detail,fr,metafox/comment,"Number of comment will be shown on item details",
comment::admin.number_of_comment_will_be_shown_on_item_detail_desc,fr,metafox/comment,"Define how many comments should be displayed on each item detail. 0 mean Unlimited
View previous comments and View more comments options is available.",
comment::admin.number_of_replies_will_be_shown_on_each_comment_on_activity_feeds,fr,metafox/comment,"Number of replies will be shown on each comment on activity feeds",
comment::admin.number_of_replies_will_be_shown_on_each_comment_on_activity_feeds_description,fr,metafox/comment,"Define how many replies displayed on each comment on activity feed.
View previous replies and View more replies options are available.",
comment::admin.number_of_replies_will_be_shown_on_each_comment_on_item_detail,fr,metafox/comment,"Number of replies will be shown on each comment on item details",
comment::admin.number_of_replies_will_be_shown_on_each_comment_on_item_detail_desc,fr,metafox/comment,"Define how many comments should be displayed on each item detail. 0 mean Unlimited
View previous comments and View more comments options is available.",
comment::admin.order_of_comments_in_feed,fr,metafox/comment,"Order Of Comments In Feed",
comment::admin.show_replies_on_comment,fr,metafox/comment,"Show replies on comment",
comment::admin.show_replies_on_comment_description,fr,metafox/comment,"If enabled, replies will be shown with comment when your user browse activity feed. Otherwise, replies will be hidden as a link",
comment::admin.thread_display,fr,metafox/comment,"Thread Display",
comment::admin.thread_display_description,fr,metafox/comment,"If Yes, comments will be displayed in a thread format. This way allows users to reply to specific comments instead of the main item.",
comment::notification.user_commented_on_your_item_type_in_owner_type,fr,metafox/comment,"<b>{user}</b> commented on {is_themselves, select, 1{{user_name}} other{<b>{user_name}'s</b>}} {item_type} in {owner_type}: <b>{owner_name}</b>.",
comment::notification.user_commented_on_your_item_type_title,fr,metafox/comment,"<b>{user}</b> commented on {is_themselves, select, 1{{user_name}} other{<b>{user_name}'s</b>}} {item_type}: <b>:title</b>.",
comment::notification.user_commented_on_your_post,fr,metafox/comment,"<b>:user</b> commented on your post.",
comment::notification.username_mentioned_entity_type_title_in_a_comment_review_now,fr,metafox/comment,"<b>:username</b> mentioned :entity_type <b>:entity_title</b> in a comment.{is_review,select,0{} other{ Review now.}}",
comment::notification.username_mentioned_you_in_a_comment_review_now,fr,metafox/comment,"<b>:username</b> mentioned you in a comment. Review now.",
comment::permission.can_auto_approved_comment_desc,fr,metafox/comment,,
comment::permission.can_auto_approved_comment_label,fr,metafox/comment,"Automatically approve comments of users having this role?",
comment::permission.can_comment_comment_desc,fr,metafox/comment,,
comment::permission.can_comment_comment_label,fr,metafox/comment,"Can post comments?",
comment::permission.can_delete_comment_desc,fr,metafox/comment,,
comment::permission.can_delete_comment_label,fr,metafox/comment,"Can delete their own comments?",
comment::permission.can_delete_on_own_item_comment_desc,fr,metafox/comment,,
comment::permission.can_delete_on_own_item_comment_label,fr,metafox/comment,"Can delete any comments posted on their own item?",
comment::permission.can_flood_control_comment_desc,fr,metafox/comment,"Setting it to ""0"" (without quotes) is default and users will not have to wait.",
comment::permission.can_flood_control_comment_label,fr,metafox/comment,"How many minutes this user group should wait before they can post a new comment",
comment::permission.can_hide_comment_desc,fr,metafox/comment,,
comment::permission.can_hide_comment_label,fr,metafox/comment,"Can hide comments?",
comment::permission.can_like_comment_desc,fr,metafox/comment,,
comment::permission.can_like_comment_label,fr,metafox/comment,"Can like comments?",
comment::permission.can_moderate_comment_desc,fr,metafox/comment,,
comment::permission.can_moderate_comment_label,fr,metafox/comment,"Can moderate comments?",
comment::permission.can_report_comment_desc,fr,metafox/comment,,
comment::permission.can_report_comment_label,fr,metafox/comment,"Can report comments?",
comment::permission.can_update_comment_desc,fr,metafox/comment,,
comment::permission.can_update_comment_label,fr,metafox/comment,"Can edit their own comments?",
comment::permission.can_update_on_own_item_comment_desc,fr,metafox/comment,,
comment::permission.can_update_on_own_item_comment_label,fr,metafox/comment,"Can edit any comments posted on their own item?",
comment::phrase.app_name,fr,metafox/comment,Comment,
comment::phrase.captcha_on_create_comment,fr,metafox/comment,"Enable CAPTCHA challenge when adding a new comment",
comment::phrase.comment,fr,metafox/comment,Comment,
comment::phrase.comment_add_photo,fr,metafox/comment,"Comment with a photo has been added successfully.",
comment::phrase.comment_delete_photo,fr,metafox/comment,"Comment with a photo has been deleted successfully.",
comment::phrase.comment_for_approval_notification_type,fr,metafox/comment,"Comment for Approval Notification Type",
comment::phrase.comment_notification_type,fr,metafox/comment,"Comment Notifications",
comment::phrase.comment_successfully_deleted,fr,metafox/comment,"Comment has been deleted successfully.",
comment::phrase.comment_successfully_hidden,fr,metafox/comment,"Comment has been successfully hidden.",
comment::phrase.comment_successfully_unhidden,fr,metafox/comment,"Comment has been successfully unhidden.",
comment::phrase.comment_successfully_updated,fr,metafox/comment,"Comment has been updated successfully.",
comment::phrase.comment_update_photo,fr,metafox/comment,"Comment with a photo has been updated successfully.",
comment::phrase.delete,fr,metafox/comment,"Delete comment",
comment::phrase.delete_confirm,fr,metafox/comment,"Are you sure you want to permanently delete this comment?",
comment::phrase.edit,fr,metafox/comment,"Edit comment",
comment::phrase.edited,fr,metafox/comment,Edited,
comment::phrase.hide_comment,fr,metafox/comment,"Hide Comment",
comment::phrase.hi_friend_username_mentioned_you_in_a_comment,fr,metafox/comment,"Hi :friend, :username tagged you in a comment.",
comment::phrase.mail.user_commented_on_your_post_subject,fr,metafox/comment,":user commented on your post.",
comment::phrase.mail.user_commented_on_your_post_title_subject,fr,metafox/comment,":user commented on your post "":title"".",
comment::phrase.mail.user_reacted_to_your_comment_comment_subject,fr,metafox/comment,":user reacted to your comment "":comment"".",
comment::phrase.mail.user_replied_on_your_comment,fr,metafox/comment,"<b>:user</b> replied on your comment.",
comment::phrase.new_comment_notification_type,fr,metafox/comment,"New comment",
comment::phrase.permissions,fr,metafox/comment,Permissions,
comment::phrase.report,fr,metafox/comment,Report,
comment::phrase.settings,fr,metafox/comment,Settings,
comment::phrase.someone_post_photos,fr,metafox/comment,"{user} posted on
     {gender, select,
        1 {his}
        2 {her}
        other {their}
     }
     profile page",
comment::phrase.this_comment_has_been_deleted,fr,metafox/comment,"This comment has been deleted",
comment::phrase.this_may_because_technical_error,fr,metafox/comment,"This may be because of a technical error that we're working to get fixed. Try reloading this page.",
comment::phrase.total_comments,fr,metafox/comment,"{ value, plural, =1{# comment} other{# comments} }",
comment::phrase.unhide_comment,fr,metafox/comment,"Unhide Comment",
comment::phrase.user_commented_on_your_post_title,fr,metafox/comment,"<b>:user</b> commented on your post "":title"".",
comment::phrase.username_mentioned_you_in_a_comment_subject,fr,metafox/comment,":username mentioned you in a comment. Review now!",
comment::phrase.user_privacy.who_can_view_browse_comments,fr,metafox/comment,"Who can view/browse comments?",
comment::phrase.view_edit_history,fr,metafox/comment,"View Edit history",
comment::phrase.view_this_comment,fr,metafox/comment,"View this comment",
comment::phrase.you_already_hide_this_comment,fr,metafox/comment,"You have already hidden this comment.",
comment::phrase.your,fr,metafox/comment,your,
comment::phrase.your_comment_has_been_added_successfully_it_is_waiting_for_an_admin_approval,fr,metafox/comment,"Your comment has been added successfully and is waiting for approval from admins.",
comment::web.all_comments,fr,metafox/comment,"All Comments",
comment::web.all_comments_description,fr,metafox/comment,"Show all comments, sorted oldest to newest.",
comment::web.attach_a_photo,fr,metafox/comment,"Attach a photo",
comment::web.be_the_first_to_comment,fr,metafox/comment,"Be the first to comment.",
comment::web.comment_edited,fr,metafox/comment,Edited,
comment::web.comment_hidden,fr,metafox/comment,"Comment is hidden",
comment::web.comment_turn_off,fr,metafox/comment,"Commenting on this post has been turned off.",
comment::web.insert_an_emoji,fr,metafox/comment,"Insert an emoji",
comment::web.most_relevant,fr,metafox/comment,"Most Relevant",
comment::web.most_relevant_description,fr,metafox/comment,"Show the most relevant comments first.",
comment::web.newest,fr,metafox/comment,Newest,
comment::web.newest_description,fr,metafox/comment,"Show all comments, with the newest comments first.",
comment::web.no_comments_yet,fr,metafox/comment,"No comments yet",
comment::web.number_reply,fr,metafox/comment,"{ value, plural, =1{# reply} other{# replies} }",
comment::web.oldest,fr,metafox/comment,Oldest,
comment::web.oldest_description,fr,metafox/comment,"Show all comments, with the oldest comments first.",
comment::web.post_a_sticker,fr,metafox/comment,"Post a sticker",
comment::web.press_esc_to_cancel,fr,metafox/comment,"Press ESC to <button>cancel</button>",
comment::web.preview_hidden_comment_tooltip,fr,metafox/comment,"You can preview this comment but it is remained hidden",
comment::web.sort_comment,fr,metafox/comment,Sort,
comment::web.view_more_comment,fr,metafox/comment,"View { value, plural, =1{# more comment} other{# more comments} }",
comment::web.view_previous_comment,fr,metafox/comment,"View { value, plural, =1{# previous comment} other{# previous comments} }",
comment::web.view_previous_reply,fr,metafox/comment,"View { value, plural, =1{# previous reply} other{# previous replies} }",
contact::admin.allow_html_in_contact_form_desc,fr,metafox/contact,"This setting tells if the site allows HTML in the contact us form.",
contact::admin.allow_html_in_contact_form_title,fr,metafox/contact,"Allow html in contact form",
contact::admin.enable_auto_responder_desc,fr,metafox/contact,"When this setting is enabled an email will be sent to the user who submits a message.",
contact::admin.enable_auto_responder_title,fr,metafox/contact,"Enable Auto Responder",
contact::admin.staff_emails_description,fr,metafox/contact,"List of emails separated by a comma that will receive an email when someone uses the ""Contact Us"" form.",
contact::admin.staff_emails_title,fr,metafox/contact,"Staff Emails",
contact::mail.contact_email_html,fr,metafox/contact,"<b>Full Name:</b> :full_name<br/>
<b>Email:</b> :email<br/>
:message<br/>",
contact::mail.contact_email_subject,fr,metafox/contact,":category: :subject",
contact::mail.thank_you_for_contacting_us_html,fr,metafox/contact,"We have received your message and will reply as soon as possible. Have a nice day",
contact::mail.thank_you_for_contacting_us_subject,fr,metafox/contact,"Thank you for contacting us",
contact::phrase.captcha_on_contact,fr,metafox/contact,"Enable CAPTCHA challenge for Contact form",
contact::phrase.contact,fr,metafox/contact,Contact,
contact::phrase.contact_form_description,fr,metafox/contact,"If you want to contact us with a question directly, please submit your message with the following form.",
contact::phrase.contact_form_title,fr,metafox/contact,"Contact Us",
contact::phrase.contact_message_successfully_sent,fr,metafox/contact,"Your message was successfully sent",
contact::phrase.contacts,fr,metafox/contact,Contacts,
contact::phrase.contact_us,fr,metafox/contact,"Contact Us",
contact::phrase.full_name,fr,metafox/contact,"Full Name",
contact::phrase.send_yourself_a_copy,fr,metafox/contact,"Send Yourself a Copy",
contact::phrase.subject,fr,metafox/contact,Subject,
core::admin.append_body_scripts_desc,fr,metafox/core,"Scripts append to html <body/> script. Rebuild site to make the changes affected.",
core::admin.append_body_scripts_label,fr,metafox/core,"Append Body Scripts",
